--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_011090.jpg | Status: incorrect | Esperado: NXP3D79 | Lido: NXP3079
Arquivo: img_011097.jpg | Status: incorrect | Esperado: PUW9B25 | Lido: PUV9B25
Arquivo: img_011100.jpg | Status: ocr_failed | Esperado: MSN8A86 | Lido: SNSA86
Arquivo: img_011102.jpg | Status: incorrect | Esperado: QRL7D63 | Lido: QRL7O63
Arquivo: img_011108.jpg | Status: incorrect | Esperado: QRE5G52 | Lido: QRE5652
Arquivo: img_011109.jpg | Status: incorrect | Esperado: PPQ6A69 | Lido: PPQ6469
Arquivo: img_011113.jpg | Status: ocr_failed | Esperado: MSI8C12 | Lido: ADO
Arquivo: img_011112.jpg | Status: incorrect | Esperado: OVK2I46 | Lido: OVK2146
Arquivo: img_011131.jpg | Status: ocr_failed | Esperado: PPO3H68 | Lido: 
Arquivo: img_011125.jpg | Status: incorrect | Esperado: ODS9A98 | Lido: ODS9498
Arquivo: img_011130.jpg | Status: incorrect | Esperado: PPL1H66 | Lido: PPL3H66
Arquivo: img_011127.jpg | Status: incorrect | Esperado: PPL6A38 | Lido: PPL6438
Arquivo: img_011132.jpg | Status: incorrect | Esperado: QRG4A67 | Lido: QRG4467
Arquivo: img_011142.jpg | Status: incorrect | Esperado: ODQ9D66 | Lido: ODQ9006
Arquivo: img_011150.jpg | Status: detection_failed | Esperado: OVF4F48 | Lido: 
Arquivo: img_011146.jpg | Status: incorrect | Esperado: QRE2G60 | Lido: QRE2660
Arquivo: img_011152.jpg | Status: ocr_failed | Esperado: QRG5D06 | Lido: 
Arquivo: img_011157.jpg | Status: incorrect | Esperado: OLQ5F47 | Lido: OLO5F47
Arquivo: img_011154.jpg | Status: incorrect | Esperado: HMY8I12 | Lido: HMY8112
Arquivo: img_011156.jpg | Status: ocr_failed | Esperado: OVH9J79 | Lido: 
Arquivo: img_011158.jpg | Status: incorrect | Esperado: MTV2G00 | Lido: MTN2600
Arquivo: img_011159.jpg | Status: incorrect | Esperado: MPJ4J19 | Lido: HPJ4319
Arquivo: img_011164.jpg | Status: incorrect | Esperado: QRE6H80 | Lido: ORE6H80
Arquivo: img_011166.jpg | Status: ocr_failed | Esperado: ODL5C89 | Lido: 
Arquivo: img_011165.jpg | Status: incorrect | Esperado: FWL8I13 | Lido: FHL8I13
Arquivo: img_011169.jpg | Status: ocr_failed | Esperado: MQG8A95 | Lido: 0G3405
Arquivo: img_011161.jpg | Status: incorrect | Esperado: CUB6D65 | Lido: CUB6065
Arquivo: img_011171.jpg | Status: ocr_failed | Esperado: ODL2F09 | Lido: 
Arquivo: img_011174.jpg | Status: incorrect | Esperado: QRJ1I60 | Lido: QRJ1160
Arquivo: img_011180.jpg | Status: ocr_failed | Esperado: QRE2D62 | Lido: 
Arquivo: img_011177.jpg | Status: incorrect | Esperado: OZK3J96 | Lido: OZK3396
Arquivo: img_011175.jpg | Status: incorrect | Esperado: IWI5A82 | Lido: IVI5482
Arquivo: img_011173.jpg | Status: incorrect | Esperado: QRE0J47 | Lido: QRE0347
Arquivo: img_011179.jpg | Status: incorrect | Esperado: PPL6A38 | Lido: PPL6438
Arquivo: img_011187.jpg | Status: incorrect | Esperado: QRJ6J94 | Lido: QRI6394
Arquivo: img_011189.jpg | Status: ocr_failed | Esperado: QRE4E43 | Lido: QRE4E4
Arquivo: img_011202.jpg | Status: detection_failed | Esperado: QRI0I59 | Lido: 
Arquivo: img_011204.jpg | Status: detection_failed | Esperado: HHZ3I47 | Lido: 
Arquivo: img_011205.jpg | Status: incorrect | Esperado: QRE5D80 | Lido: ORE5O80
Arquivo: img_011207.jpg | Status: incorrect | Esperado: QRH1H69 | Lido: ORH1H69
Arquivo: img_011206.jpg | Status: incorrect | Esperado: QBA2A72 | Lido: OBA2A72
Arquivo: img_011209.jpg | Status: incorrect | Esperado: ODS9A98 | Lido: ODS9498
Arquivo: img_011216.jpg | Status: ocr_failed | Esperado: PLC5A00 | Lido: 
Arquivo: img_011213.jpg | Status: incorrect | Esperado: OHZ6I38 | Lido: OHZ6138
Arquivo: img_011218.jpg | Status: incorrect | Esperado: OHF7D03 | Lido: OHF7003
Arquivo: img_011220.jpg | Status: ocr_failed | Esperado: AYB1C25 | Lido: 
Arquivo: img_011217.jpg | Status: ocr_failed | Esperado: ODC5I05 | Lido: 
Arquivo: img_011224.jpg | Status: incorrect | Esperado: QRK2G47 | Lido: QRK2647
Arquivo: img_011226.jpg | Status: incorrect | Esperado: KVW6D84 | Lido: KVW6084
Arquivo: img_011228.jpg | Status: incorrect | Esperado: ODR0D77 | Lido: ODR0077
Arquivo: img_011232.jpg | Status: ocr_failed | Esperado: QRC0B98 | Lido: 
Arquivo: img_011231.jpg | Status: ocr_failed | Esperado: PPL6A38 | Lido: 
Arquivo: img_011241.jpg | Status: detection_failed | Esperado: PPL6A38 | Lido: 
Arquivo: img_011245.jpg | Status: detection_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_011233.jpg | Status: incorrect | Esperado: ODY9A33 | Lido: ODY9433
Arquivo: img_011247.jpg | Status: ocr_failed | Esperado: QRH1H27 | Lido: RH1H27
Arquivo: img_011248.jpg | Status: ocr_failed | Esperado: NMP7J20 | Lido: 
Arquivo: img_011250.jpg | Status: ocr_failed | Esperado: QRE8E92 | Lido: 
Arquivo: img_011255.jpg | Status: incorrect | Esperado: QNM0G32 | Lido: ONM0632
Arquivo: img_011252.jpg | Status: incorrect | Esperado: MTZ9F49 | Lido: NTZ9F49
Arquivo: img_011259.jpg | Status: incorrect | Esperado: OVF0B89 | Lido: OVF0889
Arquivo: img_011262.jpg | Status: incorrect | Esperado: ODQ9D66 | Lido: ODQ9D60
Arquivo: img_011266.jpg | Status: incorrect | Esperado: PPF1B93 | Lido: PPF1893
Arquivo: img_011273.jpg | Status: detection_failed | Esperado: QRL1J87 | Lido: 
Arquivo: img_011272.jpg | Status: incorrect | Esperado: QRJ9G17 | Lido: QRJ9617
Arquivo: img_011279.jpg | Status: ocr_failed | Esperado: PPS0A07 | Lido: 
Arquivo: img_011281.jpg | Status: incorrect | Esperado: PPR7B86 | Lido: PPR7886
Arquivo: img_011280.jpg | Status: incorrect | Esperado: MSQ5B98 | Lido: MSQ5898
Arquivo: img_011274.jpg | Status: incorrect | Esperado: JSQ7B92 | Lido: JSQ7892
Arquivo: img_011277.jpg | Status: incorrect | Esperado: OCX2I38 | Lido: OCI2I38
Arquivo: img_011287.jpg | Status: incorrect | Esperado: ODL1D08 | Lido: ODL1O08
Arquivo: img_011291.jpg | Status: incorrect | Esperado: QRF8G06 | Lido: QRF8606
Arquivo: img_011289.jpg | Status: incorrect | Esperado: MTB4B64 | Lido: HTB4864
Arquivo: img_011288.jpg | Status: ocr_failed | Esperado: PPN9J24 | Lido: PRN932L
Arquivo: img_011292.jpg | Status: incorrect | Esperado: PPK6G53 | Lido: PPK6553
Arquivo: img_011296.jpg | Status: incorrect | Esperado: MWF9B99 | Lido: MWF9899
Arquivo: img_011304.jpg | Status: ocr_failed | Esperado: QRJ6J94 | Lido: 
Arquivo: img_011305.jpg | Status: incorrect | Esperado: OYH0E91 | Lido: OYH6E91
Arquivo: img_011316.jpg | Status: ocr_failed | Esperado: QRG3D23 | Lido: 
Arquivo: img_011314.jpg | Status: ocr_failed | Esperado: QRL2A42 | Lido: 
Arquivo: img_011311.jpg | Status: incorrect | Esperado: MTV9H40 | Lido: HTV9H40
Arquivo: img_011310.jpg | Status: incorrect | Esperado: GPP5A39 | Lido: GPP5439
Arquivo: img_011317.jpg | Status: incorrect | Esperado: QRE1I17 | Lido: QRE1117
Arquivo: img_011318.jpg | Status: incorrect | Esperado: ENT6I81 | Lido: ENI6181
Arquivo: img_011312.jpg | Status: incorrect | Esperado: ODI3B09 | Lido: OOI3809
Arquivo: img_011324.jpg | Status: detection_failed | Esperado: MPJ4J19 | Lido: 
Arquivo: img_011328.jpg | Status: detection_failed | Esperado: OCZ3D22 | Lido: 
Arquivo: img_011320.jpg | Status: incorrect | Esperado: PPP7I60 | Lido: PPP7160
Arquivo: img_011322.jpg | Status: incorrect | Esperado: JKK6A99 | Lido: JKK6499
Arquivo: img_011330.jpg | Status: incorrect | Esperado: QRK3I88 | Lido: QRK3188
Arquivo: img_011325.jpg | Status: ocr_failed | Esperado: QRJ1I60 | Lido: OR3T160
Arquivo: img_011323.jpg | Status: incorrect | Esperado: JIH3A42 | Lido: JIH3442
Arquivo: img_011339.jpg | Status: detection_failed | Esperado: ODE2E62 | Lido: 
Arquivo: img_011331.jpg | Status: incorrect | Esperado: PPQ0I63 | Lido: PPQ0163
Arquivo: img_011335.jpg | Status: ocr_failed | Esperado: MTY6C21 | Lido: MTY6C2
Arquivo: img_011336.jpg | Status: ocr_failed | Esperado: ODC5I05 | Lido: MILUX
Arquivo: img_011349.jpg | Status: detection_failed | Esperado: MSA9G79 | Lido: 
Arquivo: img_011347.jpg | Status: incorrect | Esperado: QRG6G77 | Lido: QRG6677
Arquivo: img_011348.jpg | Status: incorrect | Esperado: PPL6A38 | Lido: PPL6438
Arquivo: img_011357.jpg | Status: incorrect | Esperado: MRO1A05 | Lido: MRO1A65
Arquivo: img_011359.jpg | Status: incorrect | Esperado: MPB0C68 | Lido: HPB0C68
Arquivo: img_011371.jpg | Status: detection_failed | Esperado: QRF8G02 | Lido: 
Arquivo: img_011365.jpg | Status: incorrect | Esperado: OHF7D03 | Lido: OHF7O03
Arquivo: img_011372.jpg | Status: ocr_failed | Esperado: ODI3J39 | Lido: HILUX
Arquivo: img_011373.jpg | Status: incorrect | Esperado: MSJ8B87 | Lido: HSJ8B87
Arquivo: img_011374.jpg | Status: incorrect | Esperado: ODB8H83 | Lido: OOB8H83
Arquivo: img_011380.jpg | Status: incorrect | Esperado: QRH1I40 | Lido: DRH1140
Arquivo: img_011381.jpg | Status: incorrect | Esperado: BLB4B68 | Lido: BLB4868
Arquivo: img_011379.jpg | Status: ocr_failed | Esperado: QRE0J04 | Lido: 
Arquivo: img_011382.jpg | Status: incorrect | Esperado: QRJ0G87 | Lido: QRJ0687
Arquivo: img_011383.jpg | Status: incorrect | Esperado: QRF5F58 | Lido: QRE5F58
Arquivo: img_011385.jpg | Status: incorrect | Esperado: QRL6G07 | Lido: QRL6607
Arquivo: img_011386.jpg | Status: incorrect | Esperado: ETE4D71 | Lido: ETE4071
Arquivo: img_011392.jpg | Status: incorrect | Esperado: QRE4D82 | Lido: QRE4082
Arquivo: img_011403.jpg | Status: detection_failed | Esperado: LSZ2I21 | Lido: 
Arquivo: img_011394.jpg | Status: ocr_failed | Esperado: MSY2H42 | Lido: 
Arquivo: img_011396.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: ORF6J36
Arquivo: img_011398.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: 
Arquivo: img_011416.jpg | Status: detection_failed | Esperado: PPE1F45 | Lido: 
Arquivo: img_011409.jpg | Status: ocr_failed | Esperado: DML7H99 | Lido: 
Arquivo: img_011412.jpg | Status: ocr_failed | Esperado: QRJ2A85 | Lido: 
Arquivo: img_011420.jpg | Status: incorrect | Esperado: LQS9H46 | Lido: LOS9H46
Arquivo: img_011423.jpg | Status: ocr_failed | Esperado: LNA9I14 | Lido: LNADI4
Arquivo: img_011425.jpg | Status: incorrect | Esperado: LUS3A05 | Lido: CUS3A65
Arquivo: img_011429.jpg | Status: incorrect | Esperado: OHF7D03 | Lido: OHF7003
Arquivo: img_011430.jpg | Status: incorrect | Esperado: PJY1I05 | Lido: PJV1I05
Arquivo: img_011437.jpg | Status: ocr_failed | Esperado: ODD6E85 | Lido: 
Arquivo: img_011436.jpg | Status: incorrect | Esperado: KYC9B10 | Lido: VVC9B10
Arquivo: img_011451.jpg | Status: detection_failed | Esperado: QRE5H99 | Lido: 
Arquivo: img_011453.jpg | Status: detection_failed | Esperado: OHF7D03 | Lido: 
Arquivo: img_011444.jpg | Status: ocr_failed | Esperado: HJJ3B83 | Lido: 
Arquivo: img_011446.jpg | Status: incorrect | Esperado: ODO0B71 | Lido: ODO0871
Arquivo: img_011449.jpg | Status: incorrect | Esperado: QPQ2A40 | Lido: QPQ2440
Arquivo: img_011474.jpg | Status: detection_failed | Esperado: QRG6A93 | Lido: 
Arquivo: img_011465.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: 
Arquivo: img_011469.jpg | Status: ocr_failed | Esperado: OCY4B99 | Lido: 
Arquivo: img_011466.jpg | Status: incorrect | Esperado: QTU8I45 | Lido: QTU8145
Arquivo: img_011464.jpg | Status: incorrect | Esperado: MSQ5B98 | Lido: MSQ5898
Arquivo: img_011484.jpg | Status: detection_failed | Esperado: MQS6C22 | Lido: 
Arquivo: img_011472.jpg | Status: ocr_failed | Esperado: PXT0A09 | Lido: SPXTGA09
Arquivo: img_011482.jpg | Status: incorrect | Esperado: QRJ6E01 | Lido: QRJ6E61
Arquivo: img_011480.jpg | Status: incorrect | Esperado: QRK8B72 | Lido: DRX8B72
Arquivo: img_011478.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_011485.jpg | Status: incorrect | Esperado: QRF4J30 | Lido: ORF4J30
Arquivo: img_011497.jpg | Status: detection_failed | Esperado: QRF4J30 | Lido: 
Arquivo: img_011492.jpg | Status: ocr_failed | Esperado: ETO0A22 | Lido: 
Arquivo: img_011493.jpg | Status: incorrect | Esperado: ANU9D96 | Lido: ANU9096
Arquivo: img_011495.jpg | Status: incorrect | Esperado: MSU2D34 | Lido: MSU2034
Arquivo: img_011498.jpg | Status: incorrect | Esperado: PLN7I35 | Lido: PLN7135
Arquivo: img_011499.jpg | Status: incorrect | Esperado: PPG1A13 | Lido: PPG1413
Arquivo: img_011514.jpg | Status: detection_failed | Esperado: DML7H99 | Lido: 
Arquivo: img_011505.jpg | Status: ocr_failed | Esperado: QRE0J04 | Lido: 
Arquivo: img_011509.jpg | Status: ocr_failed | Esperado: PPQ0I63 | Lido: 
Arquivo: img_011510.jpg | Status: ocr_failed | Esperado: PQX6C83 | Lido: 
Arquivo: img_011503.jpg | Status: incorrect | Esperado: PQK6I84 | Lido: PQK6184
Arquivo: img_011522.jpg | Status: detection_failed | Esperado: GFM6J33 | Lido: 
Arquivo: img_011515.jpg | Status: incorrect | Esperado: QRH7C06 | Lido: ORH7C06
Arquivo: img_011516.jpg | Status: ocr_failed | Esperado: QRI3B19 | Lido: 
Arquivo: img_011519.jpg | Status: incorrect | Esperado: QRE1I14 | Lido: QRE1114
Arquivo: img_011523.jpg | Status: incorrect | Esperado: QRJ6I87 | Lido: QRJ6187
Arquivo: img_011520.jpg | Status: incorrect | Esperado: PPC6I49 | Lido: PPC6149
Arquivo: img_011524.jpg | Status: incorrect | Esperado: OYD9I67 | Lido: OYD9167
Arquivo: img_011533.jpg | Status: ocr_failed | Esperado: QRJ3E57 | Lido: RJ3E57
Arquivo: img_011537.jpg | Status: ocr_failed | Esperado: QRJ3F32 | Lido: 
Arquivo: img_011534.jpg | Status: incorrect | Esperado: ODQ1C13 | Lido: OOQ1C13
Arquivo: img_011538.jpg | Status: ocr_failed | Esperado: DMF7C05 | Lido: 
Arquivo: img_011543.jpg | Status: incorrect | Esperado: QRF2B64 | Lido: QRF2864
Arquivo: img_011542.jpg | Status: incorrect | Esperado: ODQ8I61 | Lido: ODQ8161
Arquivo: img_011551.jpg | Status: ocr_failed | Esperado: QRJ2E00 | Lido: QRJ2E0U
Arquivo: img_011563.jpg | Status: detection_failed | Esperado: PYE2I10 | Lido: 
Arquivo: img_011559.jpg | Status: incorrect | Esperado: FYO6F35 | Lido: FVO6F35
Arquivo: img_011561.jpg | Status: incorrect | Esperado: ODS9A98 | Lido: ODS9498
Arquivo: img_011558.jpg | Status: incorrect | Esperado: FCY3J97 | Lido: FCY3397
Arquivo: img_011556.jpg | Status: incorrect | Esperado: QUM1B24 | Lido: QUM1824
Arquivo: img_011564.jpg | Status: ocr_failed | Esperado: PPO3H68 | Lido: 
Arquivo: img_011565.jpg | Status: incorrect | Esperado: OMT7A59 | Lido: OMT7459
Arquivo: img_011568.jpg | Status: ocr_failed | Esperado: ODI2H88 | Lido: 
Arquivo: img_011566.jpg | Status: incorrect | Esperado: MPJ4I75 | Lido: MPJ4175
Arquivo: img_011572.jpg | Status: incorrect | Esperado: MTD8D09 | Lido: MIO8009
Arquivo: img_011573.jpg | Status: incorrect | Esperado: QRG4E18 | Lido: ORG4E18
Arquivo: img_011571.jpg | Status: incorrect | Esperado: PXT0A09 | Lido: PXT6A09
Arquivo: img_011574.jpg | Status: ocr_failed | Esperado: QRJ6J94 | Lido: 
Arquivo: img_011576.jpg | Status: incorrect | Esperado: PSN1B08 | Lido: PSN1B05
Arquivo: img_011585.jpg | Status: incorrect | Esperado: QRE4D82 | Lido: QRE4082
Arquivo: img_011588.jpg | Status: incorrect | Esperado: OQY3I22 | Lido: OQY3122
Arquivo: img_011587.jpg | Status: incorrect | Esperado: PPL4I28 | Lido: PPL4128
Arquivo: img_011586.jpg | Status: incorrect | Esperado: IUN1A41 | Lido: IUN1441
Arquivo: img_011595.jpg | Status: ocr_failed | Esperado: DLL1A01 | Lido: 
Arquivo: img_011590.jpg | Status: incorrect | Esperado: QRL7J49 | Lido: ORL7J49
Arquivo: img_011596.jpg | Status: incorrect | Esperado: HOE5I93 | Lido: HOE5193
Arquivo: img_011600.jpg | Status: ocr_failed | Esperado: QRJ1I60 | Lido: 8QR31160
Arquivo: img_011597.jpg | Status: incorrect | Esperado: QRF6I31 | Lido: QRF6131
Arquivo: img_011599.jpg | Status: incorrect | Esperado: QRF8G02 | Lido: QRF8602
Arquivo: img_011605.jpg | Status: detection_failed | Esperado: QRF3I91 | Lido: 
Arquivo: img_011607.jpg | Status: ocr_failed | Esperado: OYH9A69 | Lido: 
Arquivo: img_011606.jpg | Status: incorrect | Esperado: PKF0A92 | Lido: PKF0492
Arquivo: img_011608.jpg | Status: ocr_failed | Esperado: QRJ4C57 | Lido: QR34C57
Arquivo: img_011611.jpg | Status: ocr_failed | Esperado: QRK8B15 | Lido: 
Arquivo: img_011610.jpg | Status: incorrect | Esperado: QRF5J08 | Lido: ORF5J08
Arquivo: img_011619.jpg | Status: detection_failed | Esperado: QRB3B21 | Lido: 
Arquivo: img_011620.jpg | Status: incorrect | Esperado: DQZ3I17 | Lido: DQZ3117
Arquivo: img_011617.jpg | Status: incorrect | Esperado: ODF1E87 | Lido: OGE1E87
Arquivo: img_011625.jpg | Status: incorrect | Esperado: MSU6B51 | Lido: MSU6851
Arquivo: img_011616.jpg | Status: ocr_failed | Esperado: QRJ1G54 | Lido: 11654
Arquivo: img_011626.jpg | Status: ocr_failed | Esperado: QRJ1H35 | Lido: 
Arquivo: img_011638.jpg | Status: detection_failed | Esperado: QRG4A67 | Lido: 
Arquivo: img_011639.jpg | Status: detection_failed | Esperado: MTS5D92 | Lido: 
Arquivo: img_011641.jpg | Status: detection_failed | Esperado: KQL5F86 | Lido: 
Arquivo: img_011634.jpg | Status: ocr_failed | Esperado: PPI1H61 | Lido: 
Arquivo: img_011628.jpg | Status: incorrect | Esperado: AKG2G72 | Lido: AKG2672
Arquivo: img_011633.jpg | Status: incorrect | Esperado: OYH9A66 | Lido: OYH9A60
Arquivo: img_011640.jpg | Status: incorrect | Esperado: PPV3I39 | Lido: PPV3159
Arquivo: img_011645.jpg | Status: ocr_failed | Esperado: ODR6G96 | Lido: 
Arquivo: img_011644.jpg | Status: incorrect | Esperado: ANQ9B24 | Lido: ANQ9824
Arquivo: img_011643.jpg | Status: incorrect | Esperado: PKF0A92 | Lido: PKF0492
Arquivo: img_011652.jpg | Status: incorrect | Esperado: MEN0I28 | Lido: MEN0128
Arquivo: img_011653.jpg | Status: incorrect | Esperado: PPB0A29 | Lido: PPB0429
Arquivo: img_011659.jpg | Status: incorrect | Esperado: MWA4A64 | Lido: MHA4A64
Arquivo: img_011657.jpg | Status: incorrect | Esperado: PPS6G29 | Lido: PPS6629
Arquivo: img_011655.jpg | Status: ocr_failed | Esperado: NFX1I33 | Lido: HILUX
Arquivo: img_011661.jpg | Status: incorrect | Esperado: PPF8H83 | Lido: PPE8H83
Arquivo: img_011660.jpg | Status: incorrect | Esperado: MTU2F92 | Lido: HTU2F92
Arquivo: img_011663.jpg | Status: incorrect | Esperado: PPS6G29 | Lido: PPS6629
Arquivo: img_011667.jpg | Status: ocr_failed | Esperado: QRJ1I60 | Lido: QRJ1G0
Arquivo: img_011670.jpg | Status: incorrect | Esperado: DXW4I00 | Lido: DXW4100
Arquivo: img_011674.jpg | Status: ocr_failed | Esperado: QRF6E85 | Lido: 
Arquivo: img_011672.jpg | Status: incorrect | Esperado: LTU4G53 | Lido: LTO4G53
Arquivo: img_011675.jpg | Status: incorrect | Esperado: ODT0A22 | Lido: ODT0422
Arquivo: img_011683.jpg | Status: incorrect | Esperado: QRE1A91 | Lido: QRE1491
Arquivo: img_011680.jpg | Status: incorrect | Esperado: OPS5J59 | Lido: OPS5359
Arquivo: img_011684.jpg | Status: incorrect | Esperado: MQE0D04 | Lido: KQE6004
Arquivo: img_011688.jpg | Status: incorrect | Esperado: LSV6A37 | Lido: LSV6437
Arquivo: img_011687.jpg | Status: ocr_failed | Esperado: HDR2H55 | Lido: HDR20
Arquivo: img_011685.jpg | Status: ocr_failed | Esperado: KPS9B97 | Lido: 
Arquivo: img_011692.jpg | Status: ocr_failed | Esperado: QRE8F57 | Lido: 
Arquivo: img_011701.jpg | Status: incorrect | Esperado: NZM2A30 | Lido: NZM2430
Arquivo: img_011706.jpg | Status: incorrect | Esperado: PWF1D69 | Lido: PHF1069
Arquivo: img_011708.jpg | Status: ocr_failed | Esperado: MTV1E84 | Lido: 
Arquivo: img_011707.jpg | Status: ocr_failed | Esperado: QRE8F34 | Lido: 
Arquivo: img_011711.jpg | Status: incorrect | Esperado: QRG3I65 | Lido: ORG3165
Arquivo: img_011713.jpg | Status: incorrect | Esperado: QRG6F87 | Lido: QRS6B87
Arquivo: img_011717.jpg | Status: ocr_failed | Esperado: MSJ7D59 | Lido: 
Arquivo: img_011719.jpg | Status: incorrect | Esperado: MTU2F92 | Lido: HTU2F92
Arquivo: img_011722.jpg | Status: incorrect | Esperado: LTY7A53 | Lido: LTY7453
Arquivo: img_011724.jpg | Status: incorrect | Esperado: LSU5A61 | Lido: LSU5461
Arquivo: img_011723.jpg | Status: incorrect | Esperado: QRM4G03 | Lido: GRH4603
Arquivo: img_011727.jpg | Status: ocr_failed | Esperado: ODL2J49 | Lido: 
Arquivo: img_011730.jpg | Status: ocr_failed | Esperado: QRH6F29 | Lido: 
Arquivo: img_011733.jpg | Status: ocr_failed | Esperado: PPZ2F57 | Lido: 
Arquivo: img_011744.jpg | Status: detection_failed | Esperado: QRK3C30 | Lido: 
Arquivo: img_011737.jpg | Status: ocr_failed | Esperado: PPF9A33 | Lido: 
Arquivo: img_011742.jpg | Status: incorrect | Esperado: QEP5A99 | Lido: QEP5499
Arquivo: img_011743.jpg | Status: incorrect | Esperado: NPV9I67 | Lido: NPV9167
Arquivo: img_011739.jpg | Status: incorrect | Esperado: MSV3B97 | Lido: MSV3897
Arquivo: img_011747.jpg | Status: incorrect | Esperado: OYF3I36 | Lido: OYF3136
Arquivo: img_011758.jpg | Status: detection_failed | Esperado: OSS1A68 | Lido: 
Arquivo: img_011749.jpg | Status: incorrect | Esperado: QRF7B75 | Lido: QRF7675
Arquivo: img_011751.jpg | Status: incorrect | Esperado: QRI3G65 | Lido: QRI3665
Arquivo: img_011756.jpg | Status: ocr_failed | Esperado: QRI9I92 | Lido: 
Arquivo: img_011732.jpg | Status: ocr_failed | Esperado: MTV3B31 | Lido: 
Arquivo: img_011760.jpg | Status: ocr_failed | Esperado: BAS7I31 | Lido: B57131
Arquivo: img_011761.jpg | Status: ocr_failed | Esperado: PPO2E03 | Lido: 
Arquivo: img_011765.jpg | Status: incorrect | Esperado: QRJ1I60 | Lido: QRJ1160
Arquivo: img_011776.jpg | Status: incorrect | Esperado: MPL9D56 | Lido: HPL9O56
Arquivo: img_011783.jpg | Status: incorrect | Esperado: ODG6I17 | Lido: ODG6117
Arquivo: img_011784.jpg | Status: incorrect | Esperado: OVJ1G99 | Lido: OVJ1699
